text,label
I'm really excited for next semester,0
@user @user Actually Israel's demand renders it antisemitic acc to your mate's favourite non definition of antisem.,1
@user @user @user @user @user Probably folks like #FullMcIntosh who don't buy games. #gamergate,1
This is great...,1
"@user I'm really big supporter of #lawenforcement. Like Sheriff Clarke said, it's all theatrics. #Ferguson @user",1
@user - p.s. strong tweet. particularly Horatio's involvement in the matters #bloodlinecontinues xxx,0
I added a video to a @user playlist http Modere Beauty Box Review + Giveaway,0
@user where's me boots happy,0
@user what a way to start the new year,1
@user I wonder what % of that 43% agree on what a private cloud is,0
"""@user:The stuff press write about it literally ridiculous!""Would it be harsh to point out the lack of literacy here? #ghostwriter",1
"@user happy birthday young one, have a gooden lad!x",0
"@user you guys sure screwed this up royally. I'm happy for Lester, the brain trust over there sucks. #nicejob #LesterToChicago",1
#tbt #not Dedicated to those days we DONT want to throwback to. Like this evil cold November day at... http,0
In Scotland ( the little country that's attached to the north of England),0
67 is such a beauty #manitibaprobs,1
Ohh he can climb a rope? Just like every other commando? Super talented. #TakeMeOut,1
clashupdate #not http,1
@user Minky Wale tail fritter for price of a bijoux flat in Port Talbot.,0
@user @user Damn socialist!,1
Rants about being pregnant and judged for buying a bottle of wine. Poses weekly for belly pics in front of wine rack. or #fail ?,0
ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm to visit out side india during session,0
"Also the only verb that I forgot was ""to forget""",1
@user yup it must be good to be ivy league Educated because it does alot of good,1
"love, love, love how the left side of my face is swollen.",1
@user @user @user It wasn't for one person. It was a business expense.,0
@user continuing with that wonderful customer service ?,1
Had a nice 3 hour nap. Picking up my Chinese take-out and set to watch #GuardiansOfTheGalaxy @user I added water chestnuts to my dinner,0
Lol RT @user: Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back,0
"Mmmm RT @user: !!!! @user: Faved. @user: If Southampton wins, I'll post a nude..""",0
I JUST WANT TO BE DONE WITH FINALS #4hoursleft,0
"Is your internet a bit slow today? Blame a thick, wet, cable: http",0
@user reminds of me of myself when i was younger,1
If i were to ask. I want to stay here for as long as possible.. #thinking,0
"so @user still waiting, my son is very happy enjoing his christmas gift ... i cant understand how u didn't prevent this ...",1
Taking Over the mansion with the Mexicans @user,1
@user lol .. Will let my kids know when they get up in the morning.. Thanks for the tip,0
@user: DONT SAY ANYTHING JUST RT http @user,0
Gotta love being lied to... #not,1
"Thank you, strange vet husband at the bar, for reminding me that I will be in debt until I die. #studentloans",1
"So, Matt and Natasha are having sex. #WhatASuprise #WhatElseIsNew",1
Can I get an AMEN??! http,0
@user nah dude my buddy puked all over steak and shake,0
@user @user @user @user @user @user @user @user 9 Followers and now he's relevant?,1
can't wait for the 3:30 hour drive back home. #betarocks15,1
@user the resemblance is uncanny! #firefly @user http,1
I'm hungover and I'll end up staying up until 4 :'(,0
@user Did I really need to put a hashtag? Oh dear!,0
@user It's ok...thanks for telling me. Passed the idea on to a sydney friend :),0
"i may have played a part, but i wont take sole credit ;) @user @user",0
@user not hating. me and @user were just awesome.,0
"#Irony: ""The elections are not over zero VAT, but about whether there will be a Zionist or extremist country here"". http",1
@user Merry Christmas to all at topspin monkeys! Hope you have great holidays and are ready to train for the New Years! X,0
"@user he lost his license not long after, mwahaha @user",1
@user no he bloody isn't I was upstairs getting changed !,0
Why do I have to have a good game then a bad game and then a good game then a bad game again.,0
I see Toledo made a good name for itself last night,1
"- during @user criticism of @user , a promo for a special featuring #BillCosby ""#rape victims"" airs. #Hypocrites",1
@user Niagra Falls tho... Really? #irony #LOL,1
More in winning a sweet hamper at a Christmas fete the day after a jellybean damaged a tooth!,1
@user There's a surprise.,1
@user One could hope.,1
Bush 'fully informed' of CIA methods http No?? Really?? Shocking...,1
"Watching Sanjay, @user ... Getting the start vs. Butler and liking what I see! #Minny",0
@user thanks for all your help Giles,1
"Besides some overpriced holiday candles, I haven't seen one #CyberMonday deal worthwhile today. Brutal.",0
Photo: Dance Icon Sports Bra/Shorts Bikini Lingerie One Size $20.00 Leave email for invoice http,0
@user Have you guys tried unplugging the servers waiting 10 seconds and plugging them back in? #psndown,1
@user @user Sent it but too slow. I had already posted.,0
#sotrue #ihavenolife #misshim #lovehim #haveabetterone #Justin #no #justinbeiber by grandtheftauto_five_troller http,0
Stomach hurts sick of having sinus infection!!!,0
@user is so funny rn,1
Lady in red #ootd #im #the #mom #the #godmother #lol #athenakairalyn #baptism #love... http,0
@user buuuut fast iteration and prototyping to production-ready code!,1
@user huge congrats on signing! Couldn't be happier for you & the fam. How's the view from Everest? #OriginalPatNeshekFanClubMember,0
"#FergusonRiotTips Remember, the only way ppl listen is if you burn down their stores #Ferguson #VitoandVito #WAARMedia #tcot #ycot",1
"@user @user @user @user #GamerGate , now with weaponized Ninjas. we trained with Assasins Creed.",1
WHOOO!!! GOD I LOVE MY TEAM. #dcRising #WizRockets,0
I am extremely excited to know what Reza Aslan and CJ Werleman think about what happened in Pakistan #PeshawarAttack,1
"Thank you to all of the lovely people who come to work sick, or come to eat sick.. I appreciate your germs...",1
"@user I infer that you are besmirching coffee, but that can't be right",0
My favorite new app is Chicago's Comedy Scene (CCS_Radio). You should check it out. #Chicago #Comedy,0
"@user People who commit crimes, resist cops, or attack cops are endangering their own lives. No respect for law or other people.",0
It's snowing in Chicago #whitechristmas #not,1
null (68! ) - How much do you know about periods? http via @user,0
