text,label
"look for the girl with the broken smile, ask her if she wants to stay while, and she will be loved.",0
"Im aware that NYE celebrations are usually laiden with false expectations,I'll just be happy to close the door and kick 2014's arse thru it.",0
"20 years ago I arrived in CR, happy to leave behind all the malls and rampant materialism of the US. Went xmas shopping in PRG today #irony",1
@user I'm truly at peace,1
Who wanna hit the slopes? http,0
MVP goes to Concordia Wifi.,1
Another day in paradise haha,1
It's been one year of off and on eye twitching. #SoFun,1
"@user: Aaaaaand to read ""Big Sleep"" because can't get any sleep... http",1
@user try Naheed akhtar & nayyara noor too. gOLD stash.,0
Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans... http,0
I fucked them really badly #AdvancedWarfare http,0
@user lol how and what is a cthulhu ?? Funny autocorrect so helpful,1
http In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should... http,0
@user @user I guess that means MSM will dig something up to smear Barkley now.#Ferguson,0
@user yup.. Few weeks in NZ mucking about then some time in Fiji dodging sharks.,0
Went neck deep in a swamp today so that was fun #chilly,1
"@user he offered it but he made it sure the board refused double 16m in October, all in Rangers interest",1
One of my favorite things to do is to make people wonder...it was completely unintentional but buying Bogs mud boots in a dress will do it,0
...except we have no hot water. Naturally no one would be in the office to take my call. I fucking hate it here.,0
@user still out w/ back sprain?,0
"With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector. #cdnpoli",1
"@user aww bless ya. Enjoy your break babe, yeah it was great thanks.. Finally recovering from it. How's Ya tash going?",0
Someone tell me where tf to find a fried chicken ornament bc this shit is necessary http,0
I may or may not be obsessed with the grinch,0
"""They bombarded out country"" #immigration @user",1
My body refuses to sleep. #fucccck,0
This gone be some fire ! Jan 24th #getlifted http,0
"It's a good thing Obama opened up Cuba in his first term, and didn't wait until all his elections were over. #cuba",1
"@user Just what the Bears need... A sense of urgency at QB position, using top pick at QB position",1
@user @user I don't think I've ever seen Love Actually all the way through. I tried once last year. I don't remember it.,0
"Ceeeeebz work, allow dat ting fam",0
Normalizing relations with Cuba? Huh. Get ready for more of this crap. #ThanksObama http #bad,1
Maybe 2 different proposals! The girl is wearing different shoes and the guy is wearing a different coat. @user @user,0
"@user and among 8 of #duleepSingh children,none had one!",1
just pulled up to school for the first time in my life in a good mood only to find out it doesnt start for another 2 hours #BLESSED,0
Look!: #Poulan #Chainsaw #New http #shopping #chain #saws #start #starting #will #wont,0
There's nothing more intimidating than having to serve an chavvy lanky 19 year old with acne and bum fluff. #cringe,1
my favorite thing to do on Tuesday is write psychology papers #killme,1
And then my sister should be home from college by time I get home from babysitting. And it's payday. THIS IS A GOOD FRIDAY,0
"#Irony RT @user: If you're going to give someone a scathing, 1-Star review for poor grammar, FFS use proper grammar.",1
@user it's finally open XD I used a youtube video to help me :) Thanks very much ;) http,0
http celebs takes drastic measures to look good... #whoops #CelebrityLeakedPhotos http,1
Today is just not my day,0
@user Let me put my bet in with whoever would take action on such a thing... I'd think Oliva & Howsam should be easy.,0
Cold or warmth both suffuse one's cheeks with pink (colour/tone) ... Do you understand the underlying difference & its texture?,0
Bet that was #limbs in the Sunderland end,0
#Sarcasm makes you mentally stronger. Which is very effective when dealing with emotional #stress and #fustration. #funfact #WhatIfISay,0
Ya and listening to them talk about how hot girls are is a favorite past time. -_-,1
Grace: this is my barf bag. Me: why do you have a barf bag? Grace: because sometimes when i see people i feel like vomiting.,0
http <-Video $ #SmartPhone can pay you to post! #iphone #samsung #S4 #S3 #ipad #tablet #mlm Start@ http,0
More than word just in this selfie .. The Egyptian legends. #BestSelfie2014 http,0
If I believed in that sort of thing I should be canonized #selfpraise,0
I'm pretty sure I have a snowman problem.,0
@user @user Love her. please publicise her more.,1
08:01am on the dot and the buzzer rings #helloworld #not #sleepy #tired #nothanks,1
".@user @/RBRNetwork1 @user @user I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not",1
This is a song??? Awful!! http,0
@user I do 2 or 3 times a week :) lol I can't do 5 :(,0
Jeez I wish the government paid for my food. #not #EBTbitches,1
@user: NDP to introduce bill to make OHIP public #not appropriate # confidentiality,0
"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?",1
and as much as I want to connect .. I like only the people who dont want to .. #Irony #Why oh why?,1
My death will likely be caused by at the wrong time.,0
Since when did train fare get so expensive?? Jesus! Might aswell of drove... Shame I'm drinking,1
Haha love when I accidentally spray perfume in my eye,1
I'm so glad I work a double on New Year's Eve and then most of New Year's Day... #pissed,1
Prunes toffee and effervescent goodness.. - Drinking a Delirium Nocturnum @ Memphis' Pint & Dram - http #photo,0
i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @user winning an award,0
Gonna need K-State to play a little better but loving seeing this team in action with beckthies http,0
"Zuma reads the quote ""People are not fighting for ideas, they fight for material benefits. To live in peace."" #Irony #YCLNationalCongress",1
About to fuck up this Media exam #actuallyihopeso,1
Such a great damn day.,1
I think about Disney World just about every day. #missit #myhappyplace,0
Can't wait for my boyfriend to come home and kick my butt into shape... @user,1
Lol at docs who don't know what they're doing. #fuckthat,1
How to Find a Life Coach (& the questions you need to ask before hiring one) http via> @user,0
#notcies #eu How Santa Juncker can bring the gift of a healthier EU http,0
This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop,1
"@user,@user,wait..your followup to Ferguson/stereotyping talk is audio about a kid who wants to do ""hood-rat"" stuff?",1
Pretty flipping cold outside there today I tell ya what,0
@user but it wasn't as bad as that picture seemed to indicate. You're still a very horrible person.,1
@user @user I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything,0
@user @user @user there's a link somewhere just can't quite put my finger on it,1
So far today I burned my tongue on my coffee. Saw a dead guy on the freeway and chipped the windshield in the truck #gonnahaveagoodday,1
To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me,0
@user you're hilarious...,1
#farage a t1t in public who doesnt agree with seeing t1ts in public #breastfeeding #irony,0
"When a teacher says ""come in tomorrow morning for help"" but they are never in their classroom #wow #thanksforthehelp",1
"really, what else can a fish be besides a fish? @user @user @user @user",0
Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem,0
Produce all kinds of Creative Designs #like15 http http,0
@user continuing with that wonderful customer service ?,1
@user @user @user *Everything is crossed* #ChristmasGift #BassFace http,0
