text,label
@user no he bloody isn't I was upstairs getting changed !,0
I love when I write a tweet wrong.,1
Glad I'm up at 1am,1
@user you're hilarious...,1
What normal people see vs. what I see @user http,0
No. Its actually not Friday. Today we proudly present ☆ Sunday~!☆ So... GO ENJOY YOUR SUNDAY.,0
Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace? #MissWorld2014,1
@user agreed. It's a very cool place. And I just love the rocks.,0
i just enjoy throwing up #not #hatethis #sick #wanna #go #to #school #for #once #take #me #away,1
@user Lol I reckon. Was all in jest. I hope.,0
Someone had a great sense of humor #TheyGaveMeTCUColorsForChristmas http,1
@user lol of course it's the best!!,1
The thing I love the most about coming into work early? Having everyone ask me why I'm here so early. Gets me every time. #annoying,1
I love waking up out of a dead sleep to two firetrucks blaring past my window,1
Anamorphosis:placing objects so that viewed from a certain angle they create an image. By French artist Bernard Pras http,0
#notcies #eu Keeping deficits down: How successful is the EUs budget-surveillance mechanism? http,0
When you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not,1
I just found out I have a 13th grade education: http must have slept through that entire year,1
@user Gotta love those racially based awards! #not,1
"@user I liked the first one. Never cared enough to watch the sequel(s?). That said, I will only watch the #reboot because of #ChrisPratt",0
@user @user Ah ok. Well I hope things keep going well with person A x,0
Even Soweto TV didn't bother to show these fvcken awards...useless to the bone..go figure,0
Gareth's polar opposite is a chicken-loving vegetarian #Bones @user,1
@user You're slipping back into hate figure territory,0
"Gun nut yells at cops conducting DUI checkpoint, later hit by drunk driver on way home #irony #karma http",1
@user I saw a leaf blowing in the breeze. You could yell at that if you wanted to?,0
@user MK1 Shadow Shift was so much fun. @user,1
"We were miles apart,but you found me, now we are close enough, still apart #irony",1
"""@user: .@user @user EVERYTHING IS AWESOME!!!!!!!!!!!!!!!!!!!! :) http",1
@user to finally win the champs league.. No teams are that good this year and we've got a solid draw #banter #stillgoingout,1
"Zuma reads the quote ""People are not fighting for ideas, they fight for material benefits. To live in peace."" #Irony #YCLNationalCongress",1
4 days left to enter @user & @user @user planner #giveaway http Enter to win! #bbloggers #lbloggers,0
@user I hate you lol,0
Having to be up in four hours sounds great,1
@user Weeeeee! You too! I love that xbox live and playstation network are down due to hackers on Christmas.,1
@user should just relate to her water first AMEN,0
Horses are just hornless unicorns :O #enlightened #mystical #wow #on #drugs,0
Worked both jobs between 545am and 830pm w 15 minutes between jobs. Already planned to sleep immediately after work tomorrow.,0
seeing ppl walking w/ crutches makes me really excited for the next 3 weeks of my life,1
Fries With That 304 #AlabamaStateMajors,0
"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",0
