text,label
"@user That was the case, not the recording.So comparing the two is apple & oranges.",0
and he takes calls when his phone thing works @user @user @user @user @user @user,0
"@user Oh, will keep fingers crossed for you. Sometimes the worse they are, quicker they go #HandyMedicalFact",1
"She heard Him cry and His little fingers & toes were counted and Mary exclaimed ""He's PERFECT!"" Oh Mary, you so cray cray.",1
@user well what can I say,0
hope better#hope#tokyo by nic_kill http http,0
So kind of occ health to book my tb skin test on my day off uni. I am thrilled,1
RT @user: RumourIsImADad's accent...,0
Dentists oh the joy,1
@user no shit..it's called,0
my baby will have caps on her teeth #negative,0
Today has been a blast,0
LOL lets see if he actually READS it @user @user @user,0
The thirstiest of thirst buckets calling other people thirsty #irony,1
Yaaaayyy Valentine's Day stuff is out already,1
i wanna be at home already,0
"@user now, to remember which book... #goodluck",0
Taking Over the mansion with the Mexicans @user,1
"""Sony Studio Bosses To Employees: Don't Worry, We'll Be Fine"" http I know I'd feel better. http",1
"See, this is why you shouldn't use version control! #notjustWordPress... http",0
"Support @user reveal the truth behind Love, sex and drama visit http",0
Most of us didn't focus in the #ADHD lecture. . #irony,1
@user Hope 2015 will be a great year for Destiny on PC :p @user,0
Waking up with a pounding headache is just what I need for this final #sarcasm,1
"@user @user More clean OR cleaner, never more cleaner",0
2 and half hour walk #Proud,0
These guys are just amazing #gottalisten @user The Allman Brothers Band - Stormy Monday ( At Fil...: http,0
First day skiing #killedit #iwasshit #tignes #seasonlife http,1
Thank you @user. Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players.,0
i'm so funny,1
@user cropped her own child out of her picture. #motheroftheyear http,1
Nose is stuffed.Awesome.,1
It's the most wonderful time of the fiscal year :(,1
Dead supportive family I've got.,1
Oh how I love listening to Fox News in the background while opening presents.,1
What's the correct word for racism (towards white people)? There is none. #racism #is #good #4anyone,0
@user I was only clarifying for my LEGION of other followers. #NotForTheIntellectuals #DrHandsomeDennis,1
"#HybridCloud needs hybrid monitoring... monitor Azure, plus apps and dbs, from SCOM http",0
Babysitting night! Hoping my car doesn't get towed bc idk where to park,0
"""@user: Things to complain about on Christmas day. ""I have a pimple in my ear"" @user #ThanksObama"" #LegitReasonToComplain",1
that fits @user @user @user @user,0
@user have fun at that...,1
Us Looking Sexy #MehRockingMyBluMonsoonT-shirt,1
Lesson learnt? Herd of sheep who fought over TVs on #BlackFriday struggling to sell them http #irony #capitalism,1
@user Gotta love those racially based awards! #not,1
"@user Instead of playing the pompous ""do you know who I am card?"" , how about you actually make an educated rebuttal?",0
"Fell asleep @ 8:30pm, woke up at 12:00am. Can't get back to #sleep. I had almost forgotten about you #insomnia - welcome back.",1
2 1/2 hour nap then up for a ct scan at the hospital. perfect timing.,1
"Twitter slams Austin Strange Fruit PR firm, spurring it to drop the name it shared with a song about lynching http",1
Late night snuggles with my boy,0
http #CHRISTMAS #GIFT #BLESSING #Santa #follow #TheInterview#BharatRatna #CallMeEva... http,0
"On a good note, only 49 more days until #Scandal.",1
"Awake this early on my only day off before christmas...feeling ill banging head, bunged up, shivering... Just what I need!!!!",1
My favorite new app is Chicago's Comedy Scene (CCS_Radio). You should check it out. #Chicago #Comedy,0
"@user If it's a ""Blue Ribbon Panel"", then it will be all good.",1
Did #lyntoncrosby invent #CameronMustGo ? Puerile attacks on @user in RW press provoked #webackEd which led to #CameronMustGo,1
My beautiful Belles #3daughters#lucky #me #havefun @ Wicklow http,0
"Russia says ruble crisis over as reserves dive, inflation climbs http via @user",1
Remember when I ran 14 miles on 90 min of sleep this summer? I've got a 14+ hour day on about two hours of sleep. This'll be fun.,1
Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! deanbcfc: WasAlRahman this is a question I ask myself everyday ...,1
Jeez it's a lovely morning out!! #Ireland #December,1
"It's the crackhead uncle of the HBCU family ""@user: Every HBCU in Alabama looks at Alabama State sideways lmao!""",0
i literally love when someone throw me in at the deep end #irony #tough #life,1
@user @user Let the Western bastards bank accounts freeze in the dark! #seewhatidid #readpeople,1
@user & @user cut a promo then @user states he's facing @user oh yay!!,1
"ABC Takes A Look At ""The Turkey Song"" by @user - Make It A Classic #Thanksgiving - http",0
buzzing for school on monday..,1
@user I wonder if they have that in an audio book...,0
"#Video on #Jesus and #Bulldogs which is #deep and #meaningful cough, #dog #dogs #bulldog #religion #vlog http",1
"@user After 1989, why did NATO need to expand?",0
Great start to the day,1
#Fact: #StarTrek adult onesie meets clothing requirements 4 Walmart employee. Just put on yr vest & a smile. http,1
#Cuba #sees #long #struggle #ahead #before #U.S. #lifts #embargo. http via @user,0
when you get friendzoned by someone you trying to friendzone...sigh,1
Ugly Christmas Sweater ;** #uglychristmassweaters #happyholidays #merrychristmas #kissesandhugs... http,0
Sinking my teeth in to why the SPS failed in VT,0
The most exciting way to start a Friday: a presentation on structurally deficient bridges. #sarcasm #lobbyinglife,1
Taking a hour to shit is always a good thing. #not,1
Hummingbirds #Are #Experts #at #Hovering #After #All: #Background #Motion ...: If the hovering ability of the... http,0
@user There's so much less controversy now that the BCS has been replaced.,1
"@user I don't think, I know x",0
Good thing y days not ruined...,1
And the day started civilised #appointments#road trip #bestdayever #neverlaughed as much... Tks to... http,0
"@user she went from a faded orange mess to a dark brown with red streaks. I, of course, forgot to take pictures.",0
Why are babies constantly sick everywhere. It's like why can't u just keep the food you eat in ur belly and #on #the #floor,0
Lots if love for #Miranda,1
its only been 30 mins in class n i already wana kio myself .a.mornin.person,0
When hailey I play trivia crack she wants the sports & entertainment while I aim for the science and history hahahah,0
http now in the MALLS! TAKE YEARS OFF YOUR SKIN! SEACRET Minerals from the Dead Sea!!! http,0
@user should just relate to her water first AMEN,0
"Casual meal with a mate, didn't turn out as expected! #disappointed!",0
@user I can't wait :) Enjoy your Christmas!,0
#great #A #All #Burst #Christmas #diy #crafts Please RT: http http,1
"Sarcasm incoming: This weekend is going to be such a great time being grounded with nothing to do but homework, gunna have a blast!",1
"@user: "" It's the freshman semester of my first year..."" #ohanya #finalsamiright",0
Getting ready to ship surplus ink cartridges out to Nunavut communities- yup that's a great use of time/resources! #sofulfilled,1
I love waking up at 3am feeling like my insides are being chopped into tiny pieces and set on fire. #killmenow,1
Come to jhb to play volleyball on a fake beach #work http,1
Working on Boxing Day is so fun,1
"Spider Web Lace Chemise With lined underwire cups, strappy open back, and adjustable straps and... http",0
"@user Autoincorrect strikes again. ""...than it's worth.""",1
Walking to school is so awesome,1
We all have them people on Instagram who put the most pointless hashtags #Can #you,0
Illinois just made it illegal to film cops? I guess that's a step in the right direction. #wtf,1
CIA report highlighting the stark differences b/t the present & former administrations' approach to nat'l security.,1
"The answers often lay right infront of you, the problem is you seek in the distance, when in reality the answers are simple.",0
I have such a loving family,1
@user There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,0
Life requires one to be strong at different times. I wear my red briefs over my pants. U just need a lil lust to see 'em. #TooMuch,1
The American justice system,1
Glad I'm up at 1am,1
WOW Doutzen looks amazing after having a baby,0
Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints: getting paid enough to put up... http,0
@user @user @user Well done. You have more Twitter followers than me. You have succeeded in life,1
"I like the hope Jan Ellis writes with, the precision of the prose, and also the #humour and #irony she brings.' http",0
@user where's me boots happy,0
@user but talking rubbish about system on twitter can't change anything Action speaks louder than words,0
@user #do #worry. They're Percey. @user got the same pair.,0
Only a true nightshift person would understand this #nightshift #hardcore #teamwork #not #always... http,0
@user I'll snap at you if you tell me what to do again! #funnyGuy,1
@user yay!!!! It works #HateWhenThingsDontWorkRight,1
Visit #Tripplebeam #Music #Promotions @ http #Michigan http,0
@user true sissy well said.. fit to live as a man...,0
Those bad Anonymous and Occupy people did it all because they support white supremacy,1
Yet another angry #Bluehand moron blocks me after just one tweet :-p http,1
It's just SUPER to be ignored when you put out a desperate plea.,1
"""@user: This year's class picture is so awesome. Really awesome! "" hahahahaha",1
"@user @user zero place for that. when the karma train finds Raiola, I hope it has a full head of steam",0
"says women & blacks are a different ""species"" @user @user @user @user @user",0
Bad Idea When You climb on the mountain http,0
"It's really #NOT #GOOD, too have the #REPUTATION for STEALING FROM GIRLS. @user & Mr. MASON,..expect a call,..(;",0
@user I do 2 or 3 times a week :) lol I can't do 5 :(,0
@user @user Ladies wouldn't use that language.But I guess you are not one.,0
"@user why yes, because being some man's property is such a privilege @user #ironagethinking",1
On my TL I see a Somerholic that unfollowed me tweeting retweet if you're a Somerholic to see how many are there.also i'm not allowed,1
"The of the new JD gym bein right next to a Sayers ""sausage roll with salad please""",1
About once a yr I get a little nutty and reach for the orange marmalade. #livingontheedge http,1
@user @user @user @user @user @user nice what you cooking me,0
@user it's finally open XD I used a youtube video to help me :) Thanks very much ;) http,0
@user lol .. Will let my kids know when they get up in the morning.. Thanks for the tip,0
Sat on yet another stationary @user train for 15 minutes with no explanation from the driver. Your service is just top drawer.,1
@user it must be a really bad game if a superb comedian like Philly Phil can't squeeze some humor out of it.,1
"#Its #Over, Its Not Finished Its Not Ending, Its Only The #Beginning When #God Is In It, #All #Things Are... http",0
Yups sarcasm and wine! #winelover http,0
http In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should... http,0
"If you've got the world on a string, you should give me some of that string, think of all the cool applications. #whatamidoing",0
The ever so caring @user gets to see the siege ending first. Great journalism.,1
"@user @user We must be tolerant and embrace the peaceful Islamic faith, Muslims are our peaceful brothers",1
"#Sagittarius know what they want, if they can have it, and they always keep on thinking bigger.""",0
"@user @user @user @user @user @user #irony #oxymoron ""planned parenthood"" nothing abt parenting",1
"@user wait...there's a ""New Wii U""?",1
@user because it's much more important to unilaterally remove restrictions on oil and gas sector.,1
@user He was caught attending...*gasp* a Latin Mass.,1
"""Twig"" is now ""Sprig""—3 sec limit on new social video platform #techtalk #editorspick #sillyvine #Tr... http",1
Well @user I watched'Making of' clip about Drive Rescored. Now I see how easily composers do it! http #,1
For 9 grand a year we definitely get all of the information we need in this practical class,1
@user still out w/ back sprain?,0
@user Yeah someone with Hayek and hockey in their name calling someone racist #irony @user,1
#fistbump #positive #focus #starve #distractions #werk #motivation #createpath #uplift #success... http,0
@user great Christmas.,1
"It's pretty amazing that in 'The Land of the Free', people are debating if we should feel safe around our police.",1
"@user amen, bless you Huda, means a lot. You too.",0
There was a point where the effort was coming in only one direction. I left and that there was a 180° change in direction,1
@user wesay Yar her date was good I guess she(in first meeting)wanted to b seen with a girl or smth(in hindsight I found her mashkook),0
One of my favourite things about going to fanshawe is walking to the Z building,1
One of my favorite things to do is to make people wonder...it was completely unintentional but buying Bogs mud boots in a dress will do it,0
When one ear breaks on your headphones it's so frustrating! #today,0
@user @user protecting the namesake of a #PalinSpawn,1
My life on a daily basis #notreally #lcsbeauty #followme #lblogger http,0
Hahaha! @user enjoying the #selfiestick I got her for Christmas! http,0
"http Because, progress... #AnEyeForAnEye , #PeshawarAttack #Taliban... Surely this will bring peace and justice?",1
The joy I have for overnight stakeouts,1
@user That'll work... #HellBeFiredinElevenMonths,1
"@user: #InkRivals ok,we all know Cleen is going to win, lets just end it. Not exciting. AMEN TO THAT",0
This kid right here makes me so happy #nephew http,0
@user I don't think the Hereditary Baronet wants to encourage a something-for-nothing culture :-$ #irony,1
I'll grin or ill grin. There's two ways to read my name.,0
"Standard Christmas newsfeed. Diamonds everywhere, everyone's engaged. Congratulations. #original #Christmas #engaged",1
