text,label
"@user yes, you got the point. :( it's like, as the time passes we're growing into some kind of beasts.",0
So ill. It actually hurts to breathe. Still that nice long walk to the station did me the world of good #not,1
"""@user: Adorable little white tiger http",0
You've set yourself some target to achieve there like love #hot or #not http,0
@user @user Until he becomes the most loved athlete in his new city.,0
MT Darth Vader is polling higher than all potential 2016 US presidential candidates http you surprised?,1
Happy Birthday to me! #imgettinold #not #ionlygetbetter ROLL TIDE! http,1
#elf #why not moving http,0
Husband coming home early? #mongkok #kowloon #hongkong #dongiotravels #50thfloor ... http http,1
"Nothing like waking up to 50+ financial formulas! Yay, for corporate finance comprehensive finals! #finalsweek",1
#HowToGetUnfollowed Post pictures or videos of you smoking. Especially blowing smoke at the camera. #SoCool #Not #GTFO,1
@user @user @user too much of that herb. New trend of potheads contributing to society maybe? Darn that,1
Hi @user not a single vote was polled in 3 polling stations of Kulgam #Kashmir & im tuned into @user :p thnx #KashmirBoycotts,1
I didn't realize Boston Coach also operated in Chicago #irony #brands,1
The #AdvancedWarfare campaign was only 6 hours -_- PS: It's still better than BF4's campaign tho (that I didn't finish) :p,0
@user @user That's fantastic up to date news. Also,1
IS IT FRIDAY? *heavy sigh* Nooo. It Is totally Wednesday~! What a MESS. Wait 2 more days.,0
"@user That's a much nicer idea, actually.",0
": When some police officers pursue ""daring"" villains the way abusers pursue frightened prey. #Police_officer=#Abuser #Villain=#Prey",1
Me when I think I can do a cartwheel! http,1
doing mental calculations and realizing that your chances of passing a module are slim to none is fantastic,1
"Good job @user...""@user: Same-sex marriage harms free speech, new Ontario judge wrote in 2012 http",1
http #AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk,0
BBC News - New Forest road safety campaign donkey killed by car http,1
@user MK1 Shadow Shift was so much fun. @user,1
Don't #text and #drive either. http http http,0
"Lifes like a bird, its pretty cute until it craps on your head. #Gharwapsi #72HoursOfCrazy #PowerOfFive #lol #AntiConversionLaw",1
So fucking excited to be the 5th wheel for another New Year's Eve!!!! Can't blame anybody but myself for being super picky re: men,1
"@user transfer fund of £250,000 is given to ... Nottingham Forest a team with a transfer embargo.",1
#notcies #eu End to fish discards delayed - End to fish discards delayed Copyright EP 2013. From: Eu Reporter Vie... http,0
cleaning up spew is a definite highlight of my job!!,1
"Oh, joy! 'Tis the season for ""Christmas came early"" leads. #DoBetter",1
"@user dualistic, as in good and evil? Right, because that doesn't apply to the real world... #sarcasm #OrcsLive",1
You are taking your responsibilities so seriously today that i... More for Leo http,0
